"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_EQ|IN1920200640","810700","722KARSDL38","722KARSDL38","100.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920200747","810701","724RAJSDL36","724RAJSDL36","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920200624","810702","729KARSDL36","729KARSDL36","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920200657","810703","724KASDL37","724KASDL37","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920200673","810704","729KASDL39","729KASDL39","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520200289","810705","708GJSDL31","708GJSDL31","102.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920200665","810707","724KASDL38","724KASDL38","94.75","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520200297","810708","711GUJSDL31","711GUJSDL31","99.35","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920200707","810710","719KARSDL40","719KARSDL40","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920150348","810714","839RJUDAY25","839RJUDAY25","108.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920150447","810715","821RJSDL25","821RJSDL25","107.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220150121","810716","812MHSDL25","812MHSDL25","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520160087","810717","76GJSDL26","76GJSDL26","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920200689","810718","705RAJSDL31","705RAJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520200305","810719","684GUJSDL31","684GUJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2820200235","810720","686PUNSDL33","686PUNSDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210035","810721","678RAJSDL31","678RAJSDL31","101.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210043","810722","682RAJSDL31","682RAJSDL31","101.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210024","810723","687MAHSDL33","687MAHSDL33","94.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520200263","810724","693GUJSDL31","693GUJSDL31","103.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210040","810725","688MAHSDL33","688MAHSDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210065","810726","687MAHSD33","687MAHSD33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210031","810727","696TAMSDL56","696TAMSDL56","96.55","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210081","810728","683MAHSDL32","683MAHSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210056","810729","697TAMSDL46","697TAMSDL46","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210107","810730","686MAHSDL32","686MAHSDL32","100.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210072","810731","703TAMSDL51","703TAMSDL51","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210100","810732","684RAJSDL31","684RAJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN4520210043","810733","705TELSDL41","705TELSDL41","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210015","810734","672GUJSDL30","672GUJSDL30","95.25","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210126","810735","68RAJSDL31","68RAJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210134","810736","707RAJSDL46","707RAJSDL46","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120200206","810737","663TMLSDL55","663TMLSDL55","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210023","810738","675GUJSDL31","675GUJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210123","810739","683MAHSD32","683MAHSD32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210115","810740","68MAHSDL31","68MAHSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020210059","810741","709KERSDL36","709KERSDL36","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210149","810742","689MAHSDL32","689MAHSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210131","810743","683MAHSDL31","683MAHSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210175","810744","704RAJSDL36","704RAJSDL36","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020210075","810745","706KERSDL41","706KERSDL41","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210164","810746","695MAHSDL32","695MAHSDL32","100.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210209","810747","713RAJSDL41","713RAJSDL41","97.77","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210180","810748","701MHSDL32","701MHSDL32","79.65","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210176","810749","715APSDL37","715APSDL37","95.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210056","810750","695GUJSDL31","695GUJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210198","810751","695MAHSDL31","695MAHSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210192","810752","712APSDL35","712APSDL35","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210200","810753","714APSDL36","714APSDL36","95.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210073","810754","678MAHSDL31","678MAHSDL31","86.9","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210122","810755","697TAMIL31","697TAMIL31","96.45","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210130","810756","724TAMIL51","724TAMIL51","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210148","810757","697TAMSDL31","697TAMSDL31","96.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210206","810758","710MAHSDL36","710MAHSDL36","96.55","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210155","810759","698TAMSDL31","698TAMSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210226","810760","714APSDL41","714APSDL41","95.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210080","810761","698GUJSDL31","698GUJSDL31","90.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210214","810762","624MAHSDL26","624MAHSDL26","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210163","810763","7TAMSDL31","7TAMSDL31","97.8","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210222","810764","643MAHSDL27","643MAHSDL27","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210171","810765","697TAMSD31A","697TAMSD31A","96.85","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210230","810766","638MAHSDL27","638MAHSDL27","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210189","810767","695TAMSDL31","695TAMSDL31","96.57","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210258","810768","691RAJSDL31","691RAJSDL31","99.58","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN4520210134","810769","705TELSDL35","705TELSDL35","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210266","810770","687RAJSDL31","687RAJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210106","810771","684GUJSD31","684GUJSD31","98.98","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210248","810772","691MAHSDL33","691MAHSDL33","99.25","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220210255","810773","691MAHSDL34","691MAHSDL34","98.37","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210267","810774","698APSDL36","698APSDL36","93.25","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210275","810775","686APSDL35","686APSDL35","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210325","810776","709APSDL39","709APSDL39","99.28","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE382Z01011","542011","GRSE","GARDEN REACH SHIPBUILDERS  EN","835.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210029","810778","693KARSDL32","693KARSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210114","810779","689GUJSDL31","689GUJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210316","810780","601RAJSDL26","601RAJSDL26","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210341","810781","714APSD41","714APSD41","99.38","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210122","810782","675GUJSDL29","675GUJSDL29","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210045","810783","703KARSDL32","703KARSDL32","98.15","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210060","810784","708KARSDL34","708KARSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210366","810785","702APSDL37","702APSDL37","98.51","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210023","810786","696TANSDL51","696TANSDL51","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210148","810787","693GJSDL31","693GJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210340","810788","634RJSDL27","634RJSDL27","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210374","810789","708APSDL35","708APSDL35","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210390","810790","7APSDL2038","7APSDL2038","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210373","810791","692RAJSDL31","692RAJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210086","810792","69KARSDL31","69KARSDL31","96.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210239","810793","671TNSDL29","671TNSDL29","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN4520210183","810794","699TELSDL43","699TELSDL43","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210102","810795","687KARSDL31","687KARSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210049","810796","699TNSDL41","699TNSDL41","93.15","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210416","810797","692APSDL41","692APSDL41","95.49","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210144","810798","688KARSDL32","688KARSDL32","97.08","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210254","810799","666TAMSDL29","666TAMSDL29","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210169","810800","689KARSDL33","689KARSDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210262","810801","683TAMSDL31","683TAMSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210185","810802","702KARSDL33","702KARSDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF789F1ARJ2","543103","UTCRFS2DHR","UTI MUTUAL FUND","0.01","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210201","810804","712KARSDL34","712KARSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210235","810805","722KASDL35","722KASDL35","89.38","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210227","810806","718KASDL33","718KASDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210268","810807","731KARSDL35","731KARSDL35","97.15","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210296","810808","704TAMSDL30","704TAMSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210284","810809","733KASDL37","733KASDL37","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210276","810810","735KASDL36","735KASDL36","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210292","810811","733KASDL40","733KASDL40","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210300","810812","737KASDL38","737KASDL38","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210456","810813","724RAJSDL32","724RAJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2120210058","810814","733MPSDL42","733MPSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210334","810815","732KARSDL34","732KARSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210472","810816","721RAJSDL32","721RAJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210359","810817","744KARSDL35","744KARSDL35","83.49","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210342","810818","73KARSDL32","73KARSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210367","810819","716KARSDL36","716KARSDL36","97.6","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210197","810820","706GUJSDL32","706GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920210383","810821","713KARSDL38","713KARSDL38","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210205","810822","709GUJSDL32","709GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210213","810823","712GUJSDL32","712GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210221","810824","725GUJSDL32","725GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210549","810825","748APSDL38","748APSDL38","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020210556","810826","731APSDL42","731APSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210445","810827","719TAMSDL32","719TAMSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210387","810828","719TAMSDL42","719TAMSDL42","98.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210452","810829","739TAMSDL52","739TAMSDL52","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020210190","810830","742KERSDL34","742KERSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920210548","810831","737RAJSDL34","737RAJSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210486","810832","74TNSDL4274","74TNSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210460","810833","713TNSDL30","713TNSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520210239","810834","729GUJSDL32","729GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120210528","810835","739TNSDL42","739TNSDL42","89.28","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020210224","810836","740KERSDL37","740KERSDL37","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220027","810837","734APSDL40","734APSDL40","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220023","810838","718MAHSDL30","718MAHSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220035","810839","752APSDL38","752APSDL38","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220068","810840","745APSDL37","745APSDL37","90.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220076","810841","776APSDL32","776APSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220084","810842","778APSDL41","778APSDL41","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220049","810844","763MAHSDL30","763MAHSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220118","810845","763APSDL30","763APSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220134","810846","771APSDL32","771APSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220064","810847","77MAHSDL32","77MAHSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN001230C050","800392","GS15DEC30C","GS15DEC30C","55.88","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220167","810849","790APSDL34","790APSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220022","810850","780GJSDL32","780GJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220175","810851","803APSDL35","803APSDL35","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220080","810852","786MAHSDL30","786MAHSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220098","810853","789MAHSDL32","789MAHSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220022","810854","799TNSDL42","799TNSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220030","810855","794TNSDL32","794TNSDL32","100.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220191","810856","804APSDL41","804APSDL41","100.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220209","810857","804APSDL42","804APSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220048","810858","784TNSDL52","784TNSDL52","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220225","810859","785APSDL37","785APSDL37","90.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920170124","810860","769KSDL27","769KSDL27","100.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220030","810861","782GJSDL32","782GJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220048","810862","765GJSDL29","765GJSDL29","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220290","810863","795APSDL40","795APSDL40","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220071","810864","787TNSDL33","787TNSDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220055","810865","78GUJSDL32","78GUJSDL32","104.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN4520220091","810866","795TELSDL35","795TELSDL35","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220097","810867","78TAMSDL32","78TAMSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220063","810868","777GUJSDL32","777GUJSDL32","104.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220365","810869","804APSDL37","804APSDL37","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220071","810870","761GUJSDL32","761GUJSDL32","100.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220105","810871","764TMN32","764TMN32","101.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220381","810872","782APSDL42","782APSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220089","810873","773GUJSDL32","773GUJSDL32","101.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220139","810874","760TMN32","760TMN32","99.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220431","810875","774APSDL38","774APSDL38","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020220025","810876","785KERSDL35","785KERSDL35","102.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020220033","810877","776KERSDL38","776KERSDL38","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220147","810878","761TNSDL32","761TNSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220154","810879","770TMSDL42","770TMSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220472","810880","758APSDL40","758APSDL40","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020220480","810881","758APSDL42","758APSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2120220024","810882","746MPSDL32","746MPSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN4520220166","810883","746TELSDL48","746TELSDL48","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN4520220182","810884","756TELSDL40","756TELSDL40","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220089","810885","764TNSDL29","764TNSDL29","90.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220097","810886","749GUJSDL26","749GUJSDL26","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220106","810887","762MHSDL30","762MHSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220114","810888","764MHSDL32","764MHSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020220066","810889","769KERSDL40","769KERSDL40","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220122","810890","776MAHSDL30","776MAHSDL30","101.72","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220105","810891","775GUJSDL32","775GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020220074","810892","77KERSDL47","77KERSDL47","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220113","810893","781GUJSDL32","781GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3320220046","810894","781UPSDL34","781UPSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220130","810895","77MAHSDL30","77MAHSDL30","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220121","810896","741GUJSDL26","741GUJSDL26","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE693E01016","506520","JAYCH","JAYSHREE CHEMICALS LTD","10.24","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2220220148","810898","778MAHSDL30","778MAHSDL30","100.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220147","810899","747GUJSDL25","747GUJSDL25","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220196","810900","783TNSDL42","783TNSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2120220032","810901","788MPSDL33","788MPSDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2020220090","810902","78KERSDL45","78KERSDL45","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920220216","810903","782RAJSDL32","782RAJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220154","810904","757GUJSDL26","757GUJSDL26","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220204","810905","780TNSDL42","780TNSDL42","100.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220028","810906","767KARSDL32","767KARSDL32","100.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN3120220212","810907","763TNSDL47","763TNSDL47","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220036","810908","774KARSDL37","774KARSDL37","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220044","810909","766KARSDL42","766KARSDL42","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220051","810910","763KARSDL37","763KARSDL37","102.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220162","810911","76GUJSDL32","76GUJSDL32","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220077","810912","759KARSDL38","759KARSDL38","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220093","810913","763KARSDL39","763KARSDL39","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220127","810914","768KARSDL34","768KARSDL34","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE932D01010","516003","DUROPLY","DUROPLY INDUSTRIES LIMITED","333.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520220188","810916","757GUJSDL31","757GUJSDL31","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220168","810917","76KARSDL33","76KARSDL33","100.0","",,"0.01","1","EQUITY",,"BSE_EQ"
